Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;cluster
0.336;0.118;242.810;1.400;0.000;1.000;0.0;0
3.616;0.078;235.970;15.200;37.000;0.000;17.0;5
2.582;0.000;238.930;10.800;0.000;0.000;0.0;6
3.496;0.146;236.760;14.800;0.000;0.000;17.0;1
0.88;0.000;240.580;3.600;0.000;0.000;0.0;0
2.87;0.068;238.760;12.000;0.000;1.000;18.0;1
2.162;0.146;244.060;8.800;0.000;0.000;19.0;8
0.804;0.204;236.230;3.400;0.000;0.000;0.0;0
1.414;0.000;238.870;5.800;0.000;0.000;18.0;8
1.38;0.096;242.880;5.600;0.000;1.000;18.0;8
2.32;0.120;237.700;9.600;0.000;1.000;0.0;6
0.614;0.132;240.560;2.600;0.000;0.000;0.0;0
0.36;0.242;245.830;1.800;0.000;1.000;0.0;0
0.432;0.222;240.260;2.000;0.000;1.000;0.0;0
1.312;0.000;239.570;5.400;0.000;0.000;17.0;8
0.296;0.090;242.730;1.200;0.000;0.000;0.0;0
2.98;0.338;241.270;12.400;0.000;2.000;18.0;1
1.954;0.070;238.780;8.200;0.000;0.000;17.0;8
4.08;0.078;235.910;17.400;1.000;0.000;17.0;1
1.4;0.106;240.620;5.800;0.000;0.000;17.0;8
1.798;0.080;241.070;7.400;0.000;0.000;18.0;8
0.896;0.202;242.800;3.800;0.000;0.000;0.0;0
5.672;0.396;233.510;24.200;38.000;0.000;17.0;5
1.12;0.000;239.320;4.800;0.000;0.000;0.0;0
1.416;0.000;239.950;5.800;0.000;1.000;18.0;8
0.328;0.138;244.580;1.400;0.000;0.000;0.0;0
0.22;0.000;243.240;1.000;0.000;0.000;0.0;0
4.562;0.442;236.140;20.400;51.000;0.000;17.0;5
0.526;0.000;238.720;2.200;0.000;0.000;0.0;0
1.9;0.000;241.800;7.800;0.000;0.000;18.0;8
0.784;0.096;238.850;3.400;0.000;1.000;0.0;0
2.46;0.244;241.570;10.200;0.000;1.000;0.0;6
1.39;0.114;240.270;5.800;0.000;0.000;18.0;8
0.296;0.114;246.330;1.200;0.000;0.000;0.0;0
1.36;0.078;239.340;5.600;0.000;0.000;18.0;8
2.836;0.000;241.910;11.600;0.000;0.000;0.0;6
0.59;0.272;242.290;2.600;0.000;0.000;0.0;0
4.128;0.190;237.870;17.400;0.000;1.000;17.0;1
0.286;0.220;240.140;1.400;0.000;0.000;0.0;0
2.594;0.160;237.800;10.800;0.000;1.000;18.0;1
0.912;0.086;240.170;3.800;0.000;0.000;0.0;0
0.448;0.066;246.390;2.000;0.000;0.000;0.0;0
3.682;0.050;235.620;15.600;0.000;0.000;18.0;1
